Item Branch 2nd Item Number,Item Branch Category Code 6,Item Branch G/L Category,Item-Branch Key,Item Branch Reorder Quantity,Short Name
274022,1015,SRCW,CR-10941,0,10941
274022,1015,SRCW,CR-10941,0,10941
62037,1090,IWE,PC-10414,0,10414
62037,1090,IWE,PC-10414,0,10414
23675,1015,SRCW,CR-10519,0,10519
23675,1015,SRCW,CR-10519,0,10519
30093,1030,TMTG,CR-10968,0,10968
30093,1030,TMTG,CR-10968,0,10968
34743,1035,ACCE,CR-10307,0,10307
34743,1035,ACCE,CR-10307,0,10307
37493,1095,CHUB,CR-10577,0,10577
37493,1095,CHUB,CR-10577,0,10577
38403,1035,ACCE,CR-10732,0,10732
38403,1035,ACCE,CR-10732,0,10732
39555,1050,AFAB,CR-10950,0,10950
39555,1050,AFAB,CR-10950,0,10950
60889,1015,SRCW,CR-10219,0,10219
60889,1015,SRCW,CR-10219,0,10219
61628,1050,AFAB,CR-10337,0,10337
61628,1050,AFAB,CR-10337,0,10337
65175,1050,AFAB,CR-10860,0,10860
65175,1050,AFAB,CR-10860,0,10860
275502,1015,SRCW,CR-10942,0,10942
275502,1015,SRCW,CR-10942,0,10942
915399,5020,MKTG,CR-10104,0,10104
915399,5020,MKTG,CR-10104,0,10104
23676,1015,SRCW,CR-10520,0,10520
23676,1015,SRCW,CR-10520,0,10520
30094,1025,TFAB,CR-10969,0,10969
30094,1025,TFAB,CR-10969,0,10969
34219,1015,SRCW,CR-10250,0,10250
34219,1015,SRCW,CR-10250,0,10250
35277,1050,AFAB,CR-10389,0,10389
35277,1050,AFAB,CR-10389,0,10389
38404,1035,ACCE,CR-10733,0,10733
38404,1035,ACCE,CR-10733,0,10733
38782,1025,TFAB,CR-10797,0,10797
38782,1025,TFAB,CR-10797,0,10797
39205,1030,TMTG,CR-10874,0,10874
39205,1030,TMTG,CR-10874,0,10874
61630,1050,AFAB,CR-10338,0,10338
61630,1050,AFAB,CR-10338,0,10338
63727,1010,AXLE,CR-10694,0,10694
63727,1010,AXLE,CR-10694,0,10694
284012,1015,SRCW,CR-10943,0,10943
284012,1015,SRCW,CR-10943,0,10943
35111,1055,SHUB,PC-10360,0,10360
35111,1055,SHUB,PC-10360,0,10360
15554,1055,SHUB,CR-10283,0,10283
15554,1055,SHUB,CR-10283,0,10283
15554,1055,SHUB,PC-10283,0,10283
15554,1055,SHUB,PC-10283,0,10283
23677,1015,SRCW,CR-10521,0,10521
23677,1015,SRCW,CR-10521,0,10521
30095,1025,TFAB,CR-10970,0,10970
30095,1025,TFAB,CR-10970,0,10970
34220,1015,SRCW,CR-10251,0,10251
34220,1015,SRCW,CR-10251,0,10251
37040,1035,ACCE,CR-10497,0,10497
37040,1035,ACCE,CR-10497,0,10497
38405,1035,ACCE,CR-10734,0,10734
38405,1035,ACCE,CR-10734,0,10734
39206,1025,TFAB,CR-10875,0,10875
39206,1025,TFAB,CR-10875,0,10875
39557,1040,ATVW,CR-10951,0,10951
39557,1040,ATVW,CR-10951,0,10951
60891,1050,AFAB,CR-10220,0,10220
60891,1050,AFAB,CR-10220,0,10220
62725,1050,AFAB,CR-10522,0,10522
62725,1050,AFAB,CR-10522,0,10522
65177,1050,AFAB,CR-10861,0,10861
65177,1050,AFAB,CR-10861,0,10861
285002,1015,SRCW,CR-10944,0,10944
285002,1015,SRCW,CR-10944,0,10944
64598,1025,TFAB,CR-10987,0,10987
64598,1025,TFAB,CR-10987,0,10987
60256-1,1015,SRCW,CR-10105,0,10105
60256-1,1015,SRCW,CR-10105,0,10105
35112,1095,CHUB,PC-10361,0,10361
35112,1095,CHUB,PC-10361,0,10361
11075,1025,TFAB,CR-10178,0,10178
11075,1025,TFAB,CR-10178,0,10178
15566,1015,SRCW,CR-10284,0,10284
15566,1015,SRCW,CR-10284,0,10284
23678,1015,SRCW,CR-10522,0,10522
23678,1015,SRCW,CR-10522,0,10522
34746,1035,ACCE,CR-10308,0,10308
34746,1035,ACCE,CR-10308,0,10308
38786,1010,AXLE,CR-10799,0,10799
38786,1010,AXLE,CR-10799,0,10799
39900,1030,TMTG,CR-10009,0,10009
39900,1030,TMTG,CR-10009,0,10009
11078,1030,TMTG,CR-10179,0,10179
11078,1030,TMTG,CR-10179,0,10179
19574,1015,SRCW,CR-10375,0,10375
19574,1015,SRCW,CR-10375,0,10375
30097,1025,TFAB,CR-10971,0,10971
30097,1025,TFAB,CR-10971,0,10971
35290,1025,TFAB,CR-10390,0,10390
35290,1025,TFAB,CR-10390,0,10390
38787,1010,AXLE,CR-10800,0,10800
38787,1010,AXLE,CR-10800,0,10800
39208,1025,TFAB,CR-10876,0,10876
39208,1025,TFAB,CR-10876,0,10876
39901,1030,TMTG,CR-10010,0,10010
39901,1030,TMTG,CR-10010,0,10010
65179,1050,AFAB,CR-10862,0,10862
65179,1050,AFAB,CR-10862,0,10862
915413,5020,MKTG,CR-10020,0,10020
915413,5020,MKTG,CR-10020,0,10020
13557,1025,TFAB,CR-10219,0,10219
13557,1025,TFAB,CR-10219,0,10219
34749,1035,ACCE,CR-10309,0,10309
34749,1035,ACCE,CR-10309,0,10309
26034,1025,TFAB,CR-10616,0,10616
26034,1025,TFAB,CR-10616,0,10616
38789,1010,AXLE,CR-10801,0,10801
38789,1010,AXLE,CR-10801,0,10801
39563,1030,TMTG,CR-10952,0,10952
39563,1030,TMTG,CR-10952,0,10952
39902,1025,TFAB,CR-10011,0,10011
39902,1025,TFAB,CR-10011,0,10011
65180,1015,SRCW,CR-10863,0,10863
65180,1015,SRCW,CR-10863,0,10863
915414,5020,MKTG,CR-10021,0,10021
915414,5020,MKTG,CR-10021,0,10021
13558,1025,TFAB,CR-10220,0,10220
13558,1025,TFAB,CR-10220,0,10220
15581,1015,SRCW,CR-10285,0,10285
15581,1015,SRCW,CR-10285,0,10285
30106,1030,TMTG,CR-10972,0,10972
30106,1030,TMTG,CR-10972,0,10972
39903,1025,TFAB,CR-10012,0,10012
39903,1025,TFAB,CR-10012,0,10012
38790,1010,AXLE,CR-10802,0,10802
38790,1010,AXLE,CR-10802,0,10802
360012,1040,ATVW,CR-10945,0,10945
360012,1040,ATVW,CR-10945,0,10945
30107,1030,TMTG,CR-10973,0,10973
30107,1030,TMTG,CR-10973,0,10973
35296,1045,SMWN,CR-10391,0,10391
35296,1045,SMWN,CR-10391,0,10391
39904,1025,TFAB,CR-10013,0,10013
39904,1025,TFAB,CR-10013,0,10013
61640,1050,AFAB,CR-10339,0,10339
61640,1050,AFAB,CR-10339,0,10339
62069,1035,ACCE,CR-10422,0,10422
62069,1035,ACCE,CR-10422,0,10422
37045,1035,ACCE,CR-10498,0,10498
37045,1035,ACCE,CR-10498,0,10498
62730,1010,AXLE,CR-10523,0,10523
62730,1010,AXLE,CR-10523,0,10523
31560,1015,SRCW,CR-10071,0,10071
31560,1015,SRCW,CR-10071,0,10071
30656,1035,ACCE,CR-10028,0,10028
30656,1035,ACCE,CR-10028,0,10028
375832,1015,SRCW,CR-10946,0,10946
375832,1015,SRCW,CR-10946,0,10946
62731,1010,AXLE,CR-10524,0,10524
62731,1010,AXLE,CR-10524,0,10524
26053,1015,SRCW,CR-10617,0,10617
26053,1015,SRCW,CR-10617,0,10617
27430,1015,SRCW,CR-10729,0,10729
27430,1015,SRCW,CR-10729,0,10729
30657,1035,ACCE,CR-10029,0,10029
30657,1035,ACCE,CR-10029,0,10029
63739,1050,AFAB,CR-10695,0,10695
63739,1050,AFAB,CR-10695,0,10695
39570,1015,SRCW,CR-10953,0,10953
39570,1015,SRCW,CR-10953,0,10953
62732,1010,AXLE,CR-10525,0,10525
62732,1010,AXLE,CR-10525,0,10525
31561,1015,SRCW,CR-10072,0,10072
31561,1015,SRCW,CR-10072,0,10072
37509,1030,TMTG,CR-10578,0,10578
37509,1030,TMTG,CR-10578,0,10578
60900,1040,ATVW,CR-10221,0,10221
60900,1040,ATVW,CR-10221,0,10221
62072,1035,ACCE,CR-10423,0,10423
62072,1035,ACCE,CR-10423,0,10423
13563,1025,TFAB,CR-10221,0,10221
13563,1025,TFAB,CR-10221,0,10221
39906,1015,SRCW,CR-10014,0,10014
39906,1015,SRCW,CR-10014,0,10014
380762,1040,ATVW,CR-10947,0,10947
380762,1040,ATVW,CR-10947,0,10947
31564,1015,SRCW,CR-10073,0,10073
31564,1015,SRCW,CR-10073,0,10073
34760,1005,THUB,CR-10310,0,10310
34760,1005,THUB,CR-10310,0,10310
33025,1030,TMTG,CR-10198,0,10198
33025,1030,TMTG,CR-10198,0,10198
39571,1015,SRCW,CR-10954,0,10954
39571,1015,SRCW,CR-10954,0,10954
60901,1050,AFAB,CR-10222,0,10222
60901,1050,AFAB,CR-10222,0,10222
386312,1015,SRCW,CR-10948,0,10948
386312,1015,SRCW,CR-10948,0,10948
64290,1040,ATVW,CR-10988,0,10988
64290,1040,ATVW,CR-10988,0,10988
11110,1025,TFAB,CR-10180,0,10180
11110,1025,TFAB,CR-10180,0,10180
39572,1015,SRCW,CR-10955,0,10955
39572,1015,SRCW,CR-10955,0,10955
60902,1050,AFAB,CR-10223,0,10223
60902,1050,AFAB,CR-10223,0,10223
62734,1010,AXLE,CR-10526,0,10526
62734,1010,AXLE,CR-10526,0,10526
30130,1025,TFAB,CR-10974,0,10974
30130,1025,TFAB,CR-10974,0,10974
900560,1015,SRCW,CR-10022,0,10022
900560,1015,SRCW,CR-10022,0,10022
28244,1025,TFAB,CR-10787,0,10787
28244,1025,TFAB,CR-10787,0,10787
60486,1045,SMWN,CR-10178,0,10178
60486,1045,SMWN,CR-10178,0,10178
11111,1025,TFAB,CR-10181,0,10181
11111,1025,TFAB,CR-10181,0,10181
37050,1035,ACCE,CR-10499,0,10499
37050,1035,ACCE,CR-10499,0,10499
30131,1025,TFAB,CR-10975,0,10975
30131,1025,TFAB,CR-10975,0,10975
11112,1025,TFAB,CR-11112,0,11112
11112,1025,TFAB,CR-11112,0,11112
15598,1015,SRCW,CR-10286,0,10286
15598,1015,SRCW,CR-10286,0,10286
62735,1010,AXLE,CR-10527,0,10527
62735,1010,AXLE,CR-10527,0,10527
6715,1025,TFAB,CR-10081,0,10081
6715,1025,TFAB,CR-10081,0,10081
63743,1050,AFAB,CR-10696,0,10696
63743,1050,AFAB,CR-10696,0,10696
22062,1025,TFAB,CR-10475,0,10475
22062,1025,TFAB,CR-10475,0,10475
37052,5020,MKTG,CR-10500,0,10500
37052,5020,MKTG,CR-10500,0,10500
39575,1015,SRCW,CR-10956,0,10956
39575,1015,SRCW,CR-10956,0,10956
61292,1050,AFAB,CR-10274,0,10274
61292,1050,AFAB,CR-10274,0,10274
62736,1010,AXLE,CR-10528,0,10528
62736,1010,AXLE,CR-10528,0,10528
63744,1050,AFAB,CR-10697,0,10697
63744,1050,AFAB,CR-10697,0,10697
63350,1050,AFAB,CR-10645,0,10645
63350,1050,AFAB,CR-10645,0,10645
27512,1035,ACCE,CR-10730,0,10730
27512,1035,ACCE,CR-10730,0,10730
6725,1045,SMWN,CR-10082,0,10082
6725,1045,SMWN,CR-10082,0,10082
15603,1015,SRCW,CR-10287,0,10287
15603,1015,SRCW,CR-10287,0,10287
22063,1025,TFAB,CR-10476,0,10476
22063,1025,TFAB,CR-10476,0,10476
37946,1010,AXLE,CR-10651,0,10651
37946,1010,AXLE,CR-10651,0,10651
63351,1040,ATVW,CR-10646,0,10646
63351,1040,ATVW,CR-10646,0,10646
63152,1045,SMWN,CR-10949,0,10949
63152,1045,SMWN,CR-10949,0,10949
9790B,1005,THUB,CR-10106,0,10106
9790B,1005,THUB,CR-10106,0,10106
39576,1015,SRCW,CR-10957,0,10957
39576,1015,SRCW,CR-10957,0,10957
61648,1025,TFAB,CR-10340,0,10340
61648,1025,TFAB,CR-10340,0,10340
63042,1045,SMWN,CR-10582,0,10582
63042,1045,SMWN,CR-10582,0,10582
29972,1065,KIA,PC-10956,0,10956
29972,1065,KIA,PC-10956,0,10956
15604,1015,SRCW,CR-10288,0,10288
15604,1015,SRCW,CR-10288,0,10288
64310,1050,AFAB,CR-10989,0,10989
64310,1050,AFAB,CR-10989,0,10989
39578,1015,SRCW,CR-10958,0,10958
39578,1015,SRCW,CR-10958,0,10958
15605,1015,SRCW,CR-10289,0,10289
15605,1015,SRCW,CR-10289,0,10289
60906,1025,TFAB,CR-10224,0,10224
60906,1025,TFAB,CR-10224,0,10224
63043,1050,AFAB,CR-10583,0,10583
63043,1050,AFAB,CR-10583,0,10583
6779,1045,SMWN,CR-10083,0,10083
6779,1045,SMWN,CR-10083,0,10083
29973,1065,KIA,PC-10957,0,10957
29973,1065,KIA,PC-10957,0,10957
26081,1035,ACCE,CR-10618,0,10618
26081,1035,ACCE,CR-10618,0,10618
37948,1010,AXLE,CR-10652,0,10652
37948,1010,AXLE,CR-10652,0,10652
38803,1010,AXLE,CR-10803,0,10803
38803,1010,AXLE,CR-10803,0,10803
61650,1010,AXLE,CR-10341,0,10341
61650,1010,AXLE,CR-10341,0,10341
37055,1035,ACCE,CR-10501,0,10501
37055,1035,ACCE,CR-10501,0,10501
62739,1010,AXLE,CR-10529,0,10529
62739,1010,AXLE,CR-10529,0,10529
63044,1050,AFAB,CR-10584,0,10584
63044,1050,AFAB,CR-10584,0,10584
6780,1025,TFAB,CR-10084,0,10084
6780,1025,TFAB,CR-10084,0,10084
27550,1015,SRCW,CR-10731,0,10731
27550,1015,SRCW,CR-10731,0,10731
34238,1035,ACCE,CR-10252,0,10252
34238,1035,ACCE,CR-10252,0,10252
37959,1015,SRCW,CR-10653,0,10653
37959,1015,SRCW,CR-10653,0,10653
64550,1035,ACCE,CR-10023,0,10023
64550,1035,ACCE,CR-10023,0,10023
35309,1050,AFAB,CR-10392,0,10392
35309,1050,AFAB,CR-10392,0,10392
38804,1010,AXLE,CR-10804,0,10804
38804,1010,AXLE,CR-10804,0,10804
39916,1045,SMWN,CR-10015,0,10015
39916,1045,SMWN,CR-10015,0,10015
60908,1045,SMWN,CR-10225,0,10225
60908,1045,SMWN,CR-10225,0,10225
26083,1035,ACCE,CR-10619,0,10619
26083,1035,ACCE,CR-10619,0,10619
26826,1030,TMTG,CR-10695,0,10695
26826,1030,TMTG,CR-10695,0,10695
33033,1025,TFAB,CR-10199,0,10199
33033,1025,TFAB,CR-10199,0,10199
37960,1015,SRCW,CR-10654,0,10654
37960,1015,SRCW,CR-10654,0,10654
38805,1010,AXLE,CR-10805,0,10805
38805,1010,AXLE,CR-10805,0,10805
62741,1010,AXLE,CR-10530,0,10530
63046,1050,AFAB,CR-10585,0,10585
64300,1050,AFAB,CR-10990,0,10990
64555,1035,ACCE,CR-10024,0,10024
11690B,1005,THUB,CR-10107,0,10107
6819,1025,TFAB,CR-10085,0,10085
39583,1025,TFAB,CR-10959,0,10959
26084,1025,TFAB,CR-10620,0,10620
37058,1035,ACCE,CR-10502,0,10502
27559,1015,SRCW,CR-10732,0,10732
39584,1025,TFAB,CR-10960,0,10960
13577,1025,TFAB,CR-10222,0,10222
63047,1025,TFAB,CR-10586,0,10586
63360,1050,AFAB,CR-10647,0,10647
19673,1015,SRCW,CR-10376,0,10376
6820,1025,TFAB,CR-10086,0,10086
60910,1025,TFAB,CR-10226,0,10226
62742,1010,AXLE,CR-10531,0,10531
63750,1015,SRCW,CR-10698,0,10698
38806,1010,AXLE,CR-10806,0,10806
33035,1035,ACCE,CR-10200,0,10200
37059,1035,ACCE,CR-10503,0,10503
37526,1045,SMWN,CR-10579,0,10579
38807,1010,AXLE,CR-10807,0,10807
11124,1025,TFAB,CR-10182,0,10182
39919,1025,TFAB,CR-10016,0,10016
31590,1015,SRCW,CR-10074,0,10074
13579,1025,TFAB,CR-10223,0,10223
23879,1015,SRCW,CR-10523,0,10523
29460,1035,ACCE,CR-10911,0,10911
39585,1025,TFAB,CR-10961,0,10961
33036,1035,ACCE,CR-10201,0,10201
37060,1035,ACCE,CR-10504,0,10504
38808,1010,AXLE,CR-10808,0,10808
39586,1025,TFAB,CR-10962,0,10962
15639,1035,ACCE,CR-10290,0,10290
63051,1025,TFAB,CR-10587,0,10587
63752,1015,SRCW,CR-10699,0,10699
15640,1035,ACCE,CR-10291,0,10291
19730,1030,TMTG,CR-10377,0,10377
38809,1010,AXLE,CR-10809,0,10809
39587,1025,TFAB,CR-10963,0,10963
39921,1015,SRCW,CR-10017,0,10017
65200,1030,TMTG,CR-10864,0,10864
23880,1015,SRCW,CR-10524,0,10524
63370,1050,AFAB,CR-10648,0,10648
15643,1015,SRCW,CR-10292,0,10292
29488,1015,SRCW,CR-10912,0,10912
33040,1030,TMTG,CR-10202,0,10202
62746,1010,AXLE,CR-10532,0,10532
60917,1045,SMWN,CR-10227,0,10227
40646,5020,MKTG,CR-10025,0,10025
61330,1030,TMTG,CR-10276,0,10276
29491,1035,ACCE,CR-10913,0,10913
38810,1010,AXLE,CR-10810,0,10810
37968,1010,AXLE,CR-10655,0,10655
39589,1025,TFAB,CR-10964,0,10964
63775,1025,TFAB,CR-10700,0,10700
15645,1015,SRCW,CR-10293,0,10293
26107,1015,SRCW,CR-10621,0,10621
62747,1010,AXLE,CR-10533,0,10533
915415,5020,MKTG,CR-10026,0,10026
6960,1015,SRCW,CR-10087,0,10087
26113,1030,TMTG,CR-10622,0,10622
29049,1035,ACCE,CR-10850,0,10850
34278,1015,SRCW,CR-10253,0,10253
60921,1025,TFAB,CR-10228,0,10228
38813,1045,SMWN,CR-10811,0,10811
60503,1010,AXLE,CR-10179,0,10179
27567,1015,SRCW,CR-10733,0,10733
63777,1025,TFAB,CR-10701,0,10701
40574,5020,MKTG,CR-10027,0,10027
15655,1015,SRCW,CR-10294,0,10294
30146,1030,TMTG,CR-10976,0,10976
39235,1035,ACCE,CR-10877,0,10877
25257,1045,SMWN,CR-10553,0,10553
38814,1010,AXLE,CR-10812,0,10812
915411,5020,MKTG,CR-10028,0,10028
