Item Branch 2nd Item Number,Item Branch Category Code 6,Item Branch G/L Category,Item-Branch Key,Item Branch Reorder Quantity,Short Name
33295,1015,SRCW,CR-10213,0,10213
38072,1010,AXLE,CR-10688,0,10688
38072,1010,AXLE,CR-10688,0,10688
39335,1010,AXLE,CR-10900,0,10900
39335,1010,AXLE,CR-10900,0,10900
40570,5020,MKTG,CR-10033,0,10033
40570,5020,MKTG,CR-10033,0,10033
60604,1025,TFAB,CR-10189,0,10189
60604,1025,TFAB,CR-10189,0,10189
63891,1015,SRCW,CR-10721,0,10721
63891,1015,SRCW,CR-10721,0,10721
11689,1005,THUB,CR-10189,0,10189
11689,1005,THUB,CR-10189,0,10189
11689,1005,THUB,PC-10189,0,10189
11689,1005,THUB,PC-10189,0,10189
13872,1015,SRCW,CR-10247,0,10247
13872,1015,SRCW,CR-10247,0,10247
15901,1015,SRCW,CR-10319,0,10319
15901,1015,SRCW,CR-10319,0,10319
29168,1030,TMTG,CR-10875,0,10875
29168,1030,TMTG,CR-10875,0,10875
30275,1015,SRCW,CR-10989,0,10989
30275,1015,SRCW,CR-10989,0,10989
30864,1015,SRCW,CR-10038,0,10038
30864,1015,SRCW,CR-10038,0,10038
34388,1015,SRCW,CR-10261,0,10261
34388,1015,SRCW,CR-10261,0,10261
37158,1030,TMTG,CR-10519,0,10519
37158,1030,TMTG,CR-10519,0,10519
38073,1010,AXLE,CR-10689,0,10689
38073,1010,AXLE,CR-10689,0,10689
39336,1010,AXLE,CR-10901,0,10901
39336,1010,AXLE,CR-10901,0,10901
40572,5020,MKTG,CR-10034,0,10034
40572,5020,MKTG,CR-10034,0,10034
63125,1025,TFAB,CR-10609,0,10609
63125,1025,TFAB,CR-10609,0,10609
63500,1035,ACCE,CR-10659,0,10659
63500,1035,ACCE,CR-10659,0,10659
63894,1015,SRCW,CR-10722,0,10722
63894,1015,SRCW,CR-10722,0,10722
65300,1050,AFAB,CR-10871,0,10871
65300,1050,AFAB,CR-10871,0,10871
63710,1030,TMTG,CR-10959,0,10959
63710,1030,TMTG,CR-10959,0,10959
63945,1050,AFAB,CR-11021,0,11021
63945,1050,AFAB,CR-11021,0,11021
1448,1015,SRCW,CR-10021,0,10021
1448,1015,SRCW,CR-10021,0,10021
11690,1005,THUB,PC-10190,0,10190
11690,1005,THUB,PC-10190,0,10190
11690,1005,THUB,CR-10190,0,10190
11690,1005,THUB,CR-10190,0,10190
13874,1015,SRCW,CR-10248,0,10248
13874,1015,SRCW,CR-10248,0,10248
24434,1015,SRCW,CR-10529,0,10529
24434,1015,SRCW,CR-10529,0,10529
29169,1030,TMTG,CR-10876,0,10876
29169,1030,TMTG,CR-10876,0,10876
30277,1015,SRCW,CR-10990,0,10990
30277,1015,SRCW,CR-10990,0,10990
31727,1030,TMTG,CR-10100,0,10100
31727,1030,TMTG,CR-10100,0,10100
33298,1015,SRCW,CR-10214,0,10214
33298,1015,SRCW,CR-10214,0,10214
37159,1030,TMTG,CR-10520,0,10520
37159,1030,TMTG,CR-10520,0,10520
40573,5020,MKTG,CR-10035,0,10035
40573,5020,MKTG,CR-10035,0,10035
61410,1035,ACCE,CR-10293,0,10293
61410,1035,ACCE,CR-10293,0,10293
63501,1050,AFAB,CR-10660,0,10660
63501,1050,AFAB,CR-10660,0,10660
63897,1015,SRCW,CR-10723,0,10723
63897,1015,SRCW,CR-10723,0,10723
1450,1015,SRCW,CR-10022,0,10022
1450,1015,SRCW,CR-10022,0,10022
13878,1015,SRCW,CR-10249,0,10249
13878,1015,SRCW,CR-10249,0,10249
26354,1015,SRCW,CR-10641,10000000,10641
26354,1015,SRCW,CR-10641,10000000,10641
29170,1030,TMTG,CR-10877,0,10877
29170,1030,TMTG,CR-10877,0,10877
31728,1030,TMTG,CR-10101,0,10101
31728,1030,TMTG,CR-10101,0,10101
38076,1040,ATVW,CR-10690,0,10690
38076,1040,ATVW,CR-10690,0,10690
39339,1010,AXLE,CR-10902,0,10902
39339,1010,AXLE,CR-10902,0,10902
63898,1015,SRCW,CR-10724,0,10724
63898,1015,SRCW,CR-10724,0,10724
64545,1035,ACCE,CR-11052,0,11052
64545,1035,ACCE,CR-11052,0,11052
1489,1095,CHUB,CR-10023,0,10023
1489,1095,CHUB,CR-10023,0,10023
24479,1045,SMWN,CR-10530,0,10530
24479,1045,SMWN,CR-10530,0,10530
30279,1015,SRCW,CR-10991,0,10991
30279,1015,SRCW,CR-10991,0,10991
30867,1015,SRCW,CR-10039,0,10039
30867,1015,SRCW,CR-10039,0,10039
34884,1045,SMWN,CR-10326,0,10326
34884,1045,SMWN,CR-10326,0,10326
37162,1030,TMTG,CR-10521,0,10521
37162,1030,TMTG,CR-10521,0,10521
39340,1010,AXLE,CR-10903,0,10903
39340,1010,AXLE,CR-10903,0,10903
62518,1015,SRCW,CR-10490,0,10490
62518,1015,SRCW,CR-10490,0,10490
65313,1040,ATVW,CR-10872,0,10872
65313,1040,ATVW,CR-10872,0,10872
64425,1035,ACCE,CR-11100,0,11100
64425,1035,ACCE,CR-11100,0,11100
22333,1015,SRCW,CR-10483,0,10483
22333,1015,SRCW,CR-10483,0,10483
24480,1015,SRCW,CR-10531,0,10531
24480,1015,SRCW,CR-10531,0,10531
30281,1015,SRCW,CR-10992,0,10992
30281,1015,SRCW,CR-10992,0,10992
34885,1035,ACCE,CR-10327,0,10327
34885,1035,ACCE,CR-10327,0,10327
37163,1030,TMTG,CR-10522,0,10522
37163,1030,TMTG,CR-10522,0,10522
62519,1015,SRCW,CR-10491,0,10491
62519,1015,SRCW,CR-10491,0,10491
15931,1015,SRCW,CR-10320,0,10320
15931,1015,SRCW,CR-10320,0,10320
21290,1045,SMWN,CR-10398,0,10398
21290,1045,SMWN,CR-10398,0,10398
22350,1015,SRCW,CR-10484,0,10484
22350,1015,SRCW,CR-10484,0,10484
24481,1015,SRCW,CR-10532,0,10532
24481,1015,SRCW,CR-10532,0,10532
25625,1015,SRCW,CR-10571,0,10571
25625,1015,SRCW,CR-10571,0,10571
26361,1020,UTIW,CR-10642,0,10642
26361,1020,UTIW,CR-10642,0,10642
30282,1015,SRCW,CR-10993,0,10993
30282,1015,SRCW,CR-10993,0,10993
34397,1095,CHUB,CR-10262,0,10262
34397,1095,CHUB,CR-10262,0,10262
37164,1030,TMTG,CR-10523,0,10523
37164,1030,TMTG,CR-10523,0,10523
39345,1010,AXLE,CR-10908,0,10908
39345,1010,AXLE,CR-10908,0,10908
61069,1015,SRCW,CR-10249,0,10249
61069,1015,SRCW,CR-10249,0,10249
63130,1030,TMTG,CR-10610,0,10610
63130,1030,TMTG,CR-10610,0,10610
63811,1050,AFAB,CR-10960,0,10960
63811,1050,AFAB,CR-10960,0,10960
13910,1030,TMTG,CR-10250,0,10250
13910,1030,TMTG,CR-10250,0,10250
21292,1045,SMWN,CR-10399,0,10399
21292,1045,SMWN,CR-10399,0,10399
30283,1015,SRCW,CR-10994,0,10994
30283,1015,SRCW,CR-10994,0,10994
37165,1030,TMTG,CR-10524,0,10524
37165,1030,TMTG,CR-10524,0,10524
39346,1010,AXLE,CR-10909,0,10909
39346,1010,AXLE,CR-10909,0,10909
61415,1035,ACCE,CR-10294,0,10294
61415,1035,ACCE,CR-10294,0,10294
61842,1015,SRCW,CR-10380,0,10380
61842,1015,SRCW,CR-10380,0,10380
31317,1055,SHUB,PC-10057,0,10057
31317,1055,SHUB,PC-10057,0,10057
1532,1095,CHUB,CR-10024,0,10024
1532,1095,CHUB,CR-10024,0,10024
13916,1035,ACCE,CR-10251,0,10251
13916,1035,ACCE,CR-10251,0,10251
30284,1015,SRCW,CR-10995,0,10995
30284,1015,SRCW,CR-10995,0,10995
34399,1015,SRCW,CR-10263,0,10263
34399,1015,SRCW,CR-10263,0,10263
34888,1035,ACCE,CR-10328,0,10328
34888,1035,ACCE,CR-10328,0,10328
37166,1030,TMTG,CR-10525,0,10525
37166,1030,TMTG,CR-10525,0,10525
38090,1040,ATVW,CR-10691,0,10691
38090,1040,ATVW,CR-10691,0,10691
39677,1015,SRCW,CR-10984,0,10984
39677,1015,SRCW,CR-10984,0,10984
61843,1015,SRCW,CR-10381,0,10381
61843,1015,SRCW,CR-10381,0,10381
65535,1030,TMTG,CR-10044,0,10044
65535,1030,TMTG,CR-10044,0,10044
31320,1055,SHUB,PC-10058,0,10058
31320,1055,SHUB,PC-10058,0,10058
11714,1005,THUB,CR-10191,0,10191
11714,1005,THUB,CR-10191,0,10191
13917,1035,ACCE,CR-10252,0,10252
13917,1035,ACCE,CR-10252,0,10252
25628,1015,SRCW,CR-10572,0,10572
25628,1015,SRCW,CR-10572,0,10572
26990,1030,TMTG,CR-10700,0,10700
26990,1030,TMTG,CR-10700,0,10700
28448,1015,SRCW,CR-10806,0,10806
28448,1015,SRCW,CR-10806,0,10806
30285,1015,SRCW,CR-10996,0,10996
30285,1015,SRCW,CR-10996,0,10996
34400,1015,SRCW,CR-10264,0,10264
34400,1015,SRCW,CR-10264,0,10264
34889,1035,ACCE,CR-10329,0,10329
34889,1035,ACCE,CR-10329,0,10329
37167,1030,TMTG,CR-10526,0,10526
37167,1030,TMTG,CR-10526,0,10526
38098,1010,AXLE,CR-10692,0,10692
38098,1010,AXLE,CR-10692,0,10692
39678,1015,SRCW,CR-10985,0,10985
39678,1015,SRCW,CR-10985,0,10985
60614,1025,TFAB,CR-10190,0,10190
60614,1025,TFAB,CR-10190,0,10190
62524,1030,TMTG,CR-10492,0,10492
62524,1030,TMTG,CR-10492,0,10492
64924,1050,AFAB,CR-10801,0,10801
64924,1050,AFAB,CR-10801,0,10801
13918,1035,ACCE,CR-10253,0,10253
13918,1035,ACCE,CR-10253,0,10253
21296,1045,SMWN,CR-10400,0,10400
21296,1045,SMWN,CR-10400,0,10400
24563,1015,SRCW,CR-10533,0,10533
24563,1015,SRCW,CR-10533,0,10533
25629,1030,TMTG,CR-10573,0,10573
25629,1030,TMTG,CR-10573,0,10573
28449,1015,SRCW,CR-10807,0,10807
28449,1015,SRCW,CR-10807,0,10807
30286,1015,SRCW,CR-10997,0,10997
30286,1015,SRCW,CR-10997,0,10997
36001,1040,ATVW,CR-10403,0,10403
36001,1040,ATVW,CR-10403,0,10403
37168,1030,TMTG,CR-10527,0,10527
37168,1030,TMTG,CR-10527,0,10527
38099,1010,AXLE,CR-10693,0,10693
38099,1010,AXLE,CR-10693,0,10693
39680,1030,TMTG,CR-10986,0,10986
39680,1030,TMTG,CR-10986,0,10986
40586,5020,MKTG,CR-10036,0,10036
40586,5020,MKTG,CR-10036,0,10036
61074,1015,SRCW,CR-10250,0,10250
61074,1015,SRCW,CR-10250,0,10250
1824,1025,TFAB,CR-10025,0,10025
1824,1025,TFAB,CR-10025,0,10025
30287,1015,SRCW,CR-10998,0,10998
30287,1015,SRCW,CR-10998,0,10998
34402,1015,SRCW,CR-10265,0,10265
34402,1015,SRCW,CR-10265,0,10265
34891,1035,ACCE,CR-10330,0,10330
34891,1035,ACCE,CR-10330,0,10330
36013,1045,SMWN,CR-10404,0,10404
36013,1045,SMWN,CR-10404,0,10404
37169,1030,TMTG,CR-10528,0,10528
37169,1030,TMTG,CR-10528,0,10528
39681,1030,TMTG,CR-10987,0,10987
39681,1030,TMTG,CR-10987,0,10987
60616,1025,TFAB,CR-10191,0,10191
60616,1025,TFAB,CR-10191,0,10191
61077,1030,TMTG,CR-10251,0,10251
61077,1030,TMTG,CR-10251,0,10251
61424,1005,THUB,CR-10295,0,10295
61424,1005,THUB,CR-10295,0,10295
63135,1030,TMTG,CR-10611,0,10611
63135,1030,TMTG,CR-10611,0,10611
1827,1045,SMWN,CR-10026,0,10026
1827,1045,SMWN,CR-10026,0,10026
11781,1025,TFAB,CR-10192,0,10192
11781,1025,TFAB,CR-10192,0,10192
26368,1025,TFAB,CR-10643,0,10643
26368,1025,TFAB,CR-10643,0,10643
30289,1015,SRCW,CR-10999,0,10999
30289,1015,SRCW,CR-10999,0,10999
37170,1030,TMTG,CR-10529,0,10529
37170,1030,TMTG,CR-10529,0,10529
38103,1010,AXLE,CR-10694,0,10694
38103,1010,AXLE,CR-10694,0,10694
39354,1025,TFAB,CR-10910,0,10910
39354,1025,TFAB,CR-10910,0,10910
39682,1040,ATVW,CR-10988,0,10988
39682,1040,ATVW,CR-10988,0,10988
40589,5020,MKTG,CR-10037,0,10037
40589,5020,MKTG,CR-10037,0,10037
61426,1015,SRCW,CR-10296,0,10296
61426,1015,SRCW,CR-10296,0,10296
63520,1040,ATVW,CR-10661,0,10661
63520,1040,ATVW,CR-10661,0,10661
64941,1040,ATVW,CR-10802,0,10802
64941,1040,ATVW,CR-10802,0,10802
62210,1030,TMTG,CR-10961,0,10961
62210,1030,TMTG,CR-10961,0,10961
64705,1030,TMTG,CR-11101,0,11101
64705,1030,TMTG,CR-11101,0,11101
1828,1025,TFAB,CR-10027,0,10027
1828,1025,TFAB,CR-10027,0,10027
30290,1015,SRCW,CR-11000,0,11000
30290,1015,SRCW,CR-11000,0,11000
33413,1015,SRCW,CR-10215,0,10215
33413,1015,SRCW,CR-10215,0,10215
34404,1015,SRCW,CR-10266,0,10266
34404,1015,SRCW,CR-10266,0,10266
34895,1035,ACCE,CR-10331,0,10331
34895,1035,ACCE,CR-10331,0,10331
36015,1040,ATVW,CR-10405,0,10405
36015,1040,ATVW,CR-10405,0,10405
37171,1030,TMTG,CR-10530,0,10530
37171,1030,TMTG,CR-10530,0,10530
38105,1010,AXLE,CR-10695,0,10695
38105,1010,AXLE,CR-10695,0,10695
40590,5020,MKTG,CR-10038,0,10038
40590,5020,MKTG,CR-10038,0,10038
61853,1030,TMTG,CR-10383,0,10383
61853,1030,TMTG,CR-10383,0,10383
63459,1025,TFAB,CR-10962,0,10962
63459,1025,TFAB,CR-10962,0,10962
1829,1015,SRCW,CR-10028,0,10028
1829,1015,SRCW,CR-10028,0,10028
13942,1030,TMTG,CR-10254,0,10254
13942,1030,TMTG,CR-10254,0,10254
26370,1030,TMTG,CR-10644,0,10644
26370,1030,TMTG,CR-10644,0,10644
34896,1035,ACCE,CR-10332,0,10332
34896,1035,ACCE,CR-10332,0,10332
36016,1040,ATVW,CR-10406,0,10406
36016,1040,ATVW,CR-10406,0,10406
37172,1030,TMTG,CR-10531,0,10531
37172,1030,TMTG,CR-10531,0,10531
40591,5020,MKTG,CR-10039,0,10039
40591,5020,MKTG,CR-10039,0,10039
61080,1035,ACCE,CR-10252,0,10252
61080,1035,ACCE,CR-10252,0,10252
61854,1030,TMTG,CR-10384,0,10384
61854,1030,TMTG,CR-10384,0,10384
64947,1020,UTIW,CR-10803,0,10803
64947,1020,UTIW,CR-10803,0,10803
63470,1030,TMTG,CR-10963,0,10963
63470,1030,TMTG,CR-10963,0,10963
21316,1045,SMWN,CR-10401,0,10401
21316,1045,SMWN,CR-10401,0,10401
26371,1030,TMTG,CR-10645,0,10645
26371,1030,TMTG,CR-10645,0,10645
28461,1015,SRCW,CR-10808,0,10808
28461,1015,SRCW,CR-10808,0,10808
37173,1030,TMTG,CR-10532,0,10532
37173,1030,TMTG,CR-10532,0,10532
38109,1010,AXLE,CR-10696,0,10696
38109,1010,AXLE,CR-10696,0,10696
39686,1020,UTIW,CR-10989,0,10989
39686,1020,UTIW,CR-10989,0,10989
61855,1030,TMTG,CR-10385,0,10385
61855,1030,TMTG,CR-10385,0,10385
1833,1015,SRCW,CR-10029,0,10029
1833,1015,SRCW,CR-10029,0,10029
21317,1045,SMWN,CR-10402,0,10402
21317,1045,SMWN,CR-10402,0,10402
24578,1015,SRCW,CR-10534,0,10534
24578,1015,SRCW,CR-10534,0,10534
28462,1015,SRCW,CR-10809,0,10809
28462,1015,SRCW,CR-10809,0,10809
31746,1025,TFAB,CR-10102,0,10102
31746,1025,TFAB,CR-10102,0,10102
37174,1030,TMTG,CR-10533,0,10533
37174,1030,TMTG,CR-10533,0,10533
61430,1045,SMWN,CR-10297,0,10297
61430,1045,SMWN,CR-10297,0,10297
61856,1030,TMTG,CR-10386,0,10386
61856,1030,TMTG,CR-10386,0,10386
62832,1015,SRCW,CR-10494,0,10494
62832,1015,SRCW,CR-10494,0,10494
63140,1035,ACCE,CR-10612,0,10612
63140,1035,ACCE,CR-10612,0,10612
64952,1020,UTIW,CR-10804,0,10804
64952,1020,UTIW,CR-10804,0,10804
1834,1015,SRCW,CR-10030,0,10030
1834,1015,SRCW,CR-10030,0,10030
21318,1045,SMWN,CR-10403,0,10403
21318,1045,SMWN,CR-10403,0,10403
25640,1015,SRCW,CR-10574,0,10574
25640,1015,SRCW,CR-10574,0,10574
28465,1025,TFAB,CR-10810,0,10810
28465,1025,TFAB,CR-10810,0,10810
33417,1015,SRCW,CR-10216,0,10216
33417,1015,SRCW,CR-10216,0,10216
34414,1015,SRCW,CR-10267,0,10267
34414,1015,SRCW,CR-10267,0,10267
37175,1030,TMTG,CR-10534,0,10534
37175,1030,TMTG,CR-10534,0,10534
38112,1010,AXLE,CR-10697,0,10697
38112,1010,AXLE,CR-10697,0,10697
61857,1030,TMTG,CR-10387,0,10387
61857,1030,TMTG,CR-10387,0,10387
915400,5020,MKTG,CR-10964,0,10964
915400,5020,MKTG,CR-10964,0,10964
21319,1045,SMWN,CR-10404,0,10404
21319,1045,SMWN,CR-10404,0,10404
26374,1025,TFAB,CR-10646,0,10646
26374,1025,TFAB,CR-10646,0,10646
28466,1025,TFAB,CR-10811,0,10811
28466,1025,TFAB,CR-10811,0,10811
34900,1035,ACCE,CR-10333,0,10333
34900,1035,ACCE,CR-10333,0,10333
37176,1030,TMTG,CR-10535,0,10535
37176,1030,TMTG,CR-10535,0,10535
39360,1030,TMTG,CR-10911,0,10911
39360,1030,TMTG,CR-10911,0,10911
39705,1050,AFAB,CR-10990,0,10990
39705,1050,AFAB,CR-10990,0,10990
40599,5020,MKTG,CR-10043,0,10043
40599,5020,MKTG,CR-10043,0,10043
61858,1030,TMTG,CR-10388,0,10388
61858,1030,TMTG,CR-10388,0,10388
63142,1025,TFAB,CR-10613,0,10613
63142,1025,TFAB,CR-10613,0,10613
915406,5020,MKTG,CR-10965,0,10965
915406,5020,MKTG,CR-10965,0,10965
21320,1045,SMWN,CR-10405,0,10405
21320,1045,SMWN,CR-10405,0,10405
26375,1025,TFAB,CR-10647,0,10647
26375,1025,TFAB,CR-10647,0,10647
34901,1050,AFAB,CR-10334,0,10334
34901,1050,AFAB,CR-10334,0,10334
37188,1015,SRCW,CR-10536,0,10536
37188,1015,SRCW,CR-10536,0,10536
38114,1010,AXLE,CR-10698,0,10698
38114,1010,AXLE,CR-10698,0,10698
40601,5020,MKTG,CR-10044,0,10044
40601,5020,MKTG,CR-10044,0,10044
61085,1035,ACCE,CR-10253,0,10253
61085,1035,ACCE,CR-10253,0,10253
61859,1030,TMTG,CR-10389,0,10389
61859,1030,TMTG,CR-10389,0,10389
915405,5020,MKTG,CR-10966,0,10966
915405,5020,MKTG,CR-10966,0,10966
21321,1020,UTIW,CR-10406,0,10406
21321,1020,UTIW,CR-10406,0,10406
37664,1010,AXLE,CR-10597,0,10597
37664,1010,AXLE,CR-10597,0,10597
61860,1030,TMTG,CR-10390,0,10390
61860,1030,TMTG,CR-10390,0,10390
63920,1030,TMTG,CR-10726,0,10726
63920,1030,TMTG,CR-10726,0,10726
40529,5020,MKTG,CR-10967,0,10967
40529,5020,MKTG,CR-10967,0,10967
31362,1075,SUZU,PC-10062,0,10062
31362,1075,SUZU,PC-10062,0,10062
16000,1015,SRCW,CR-10321,0,10321
16000,1015,SRCW,CR-10321,0,10321
21329,1045,SMWN,CR-10407,0,10407
21329,1045,SMWN,CR-10407,0,10407
29201,1050,AFAB,CR-10878,0,10878
29201,1050,AFAB,CR-10878,0,10878
34968,1015,SRCW,CR-10335,0,10335
34968,1015,SRCW,CR-10335,0,10335
37190,1015,SRCW,CR-10537,0,10537
37190,1015,SRCW,CR-10537,0,10537
37665,1010,AXLE,CR-10598,0,10598
37665,1010,AXLE,CR-10598,0,10598
38121,1050,AFAB,CR-10699,0,10699
38121,1050,AFAB,CR-10699,0,10699
38947,1025,TFAB,CR-10837,0,10837
38947,1025,TFAB,CR-10837,0,10837
61861,1030,TMTG,CR-10391,0,10391
61861,1030,TMTG,CR-10391,0,10391
63670,1030,TMTG,CR-10968,0,10968
63670,1030,TMTG,CR-10968,0,10968
40644,5020,MKTG,CR-11112,0,11112
40644,5020,MKTG,CR-11112,0,11112
31367,1060,TIER,PC-10063,0,10063
31367,1060,TIER,PC-10063,0,10063
21330,1045,SMWN,CR-10408,0,10408
21330,1045,SMWN,CR-10408,0,10408
25680,1045,SMWN,CR-10575,0,10575
25680,1045,SMWN,CR-10575,0,10575
26378,1025,TFAB,CR-10648,0,10648
26378,1025,TFAB,CR-10648,0,10648
28470,1015,SRCW,CR-10812,0,10812
28470,1015,SRCW,CR-10812,0,10812
33425,1015,SRCW,CR-10217,0,10217
33425,1015,SRCW,CR-10217,0,10217
34969,1015,SRCW,CR-10336,0,10336
34969,1015,SRCW,CR-10336,0,10336
63146,1025,TFAB,CR-10614,0,10614
63146,1025,TFAB,CR-10614,0,10614
63924,1025,TFAB,CR-10727,0,10727
63924,1025,TFAB,CR-10727,0,10727
1924,1015,SRCW,CR-10031,0,10031
1924,1015,SRCW,CR-10031,0,10031
21331,1045,SMWN,CR-10409,0,10409
21331,1045,SMWN,CR-10409,0,10409
22421,1015,SRCW,CR-10485,0,10485
22421,1015,SRCW,CR-10485,0,10485
29203,1050,AFAB,CR-10879,0,10879
29203,1050,AFAB,CR-10879,0,10879
34970,1015,SRCW,CR-10337,0,10337
34970,1015,SRCW,CR-10337,0,10337
915421,5020,MKTG,CR-10045,0,10045
915421,5020,MKTG,CR-10045,0,10045
31400,1080,NISS,PC-10064,0,10064
31400,1080,NISS,PC-10064,0,10064
29750,1025,TFAB,CR-10923,0,10923
29750,1025,TFAB,CR-10923,0,10923
30307,1015,SRCW,CR-11001,0,11001
30307,1015,SRCW,CR-11001,0,11001
33430,1015,SRCW,CR-10218,0,10218
33430,1015,SRCW,CR-10218,0,10218
34440,1015,SRCW,CR-10268,0,10268
34440,1015,SRCW,CR-10268,0,10268
34971,1015,SRCW,CR-10338,0,10338
34971,1015,SRCW,CR-10338,0,10338
61090,1030,TMTG,CR-10254,0,10254
61090,1030,TMTG,CR-10254,0,10254
62840,1050,AFAB,CR-10546,0,10546
62840,1050,AFAB,CR-10546,0,10546
63148,1050,AFAB,CR-10615,0,10615
63148,1050,AFAB,CR-10615,0,10615
63926,1015,SRCW,CR-10728,0,10728
63926,1015,SRCW,CR-10728,0,10728
64971,1050,AFAB,CR-10805,0,10805
64971,1050,AFAB,CR-10805,0,10805
1936,1045,SMWN,CR-10032,0,10032
1936,1045,SMWN,CR-10032,0,10032
21343,1045,SMWN,CR-10410,0,10410
21343,1045,SMWN,CR-10410,0,10410
29753,1030,TMTG,CR-10924,0,10924
29753,1030,TMTG,CR-10924,0,10924
33445,1015,SRCW,CR-10219,0,10219
33445,1015,SRCW,CR-10219,0,10219
38951,1015,SRCW,CR-10838,0,10838
38951,1015,SRCW,CR-10838,0,10838
39368,1035,ACCE,CR-10912,0,10912
39368,1035,ACCE,CR-10912,0,10912
60630,1025,TFAB,CR-10192,0,10192
60630,1025,TFAB,CR-10192,0,10192
21351,1025,TFAB,CR-10411,0,10411
21351,1025,TFAB,CR-10411,0,10411
29754,1030,TMTG,CR-10925,0,10925
29754,1030,TMTG,CR-10925,0,10925
30310,1015,SRCW,CR-11008,0,11008
30310,1015,SRCW,CR-11008,0,11008
33446,1015,SRCW,CR-10220,0,10220
33446,1015,SRCW,CR-10220,0,10220
34973,1015,SRCW,CR-10339,0,10339
34973,1015,SRCW,CR-10339,0,10339
36029,1050,AFAB,CR-10407,0,10407
36029,1050,AFAB,CR-10407,0,10407
37195,1030,TMTG,CR-10538,0,10538
37195,1030,TMTG,CR-10538,0,10538
37673,1040,ATVW,CR-10599,0,10599
37673,1040,ATVW,CR-10599,0,10599
39713,1045,SMWN,CR-10991,0,10991
39713,1045,SMWN,CR-10991,0,10991
60631,1025,TFAB,CR-10193,0,10193
60631,1025,TFAB,CR-10193,0,10193
61460,1025,TFAB,CR-10298,0,10298
61460,1025,TFAB,CR-10298,0,10298
64973,1050,AFAB,CR-10806,0,10806
64973,1050,AFAB,CR-10806,0,10806
64798,1020,UTIW,CR-11241,0,11241
64798,1020,UTIW,CR-11241,0,11241
1971,1025,TFAB,CR-10033,0,10033
1971,1025,TFAB,CR-10033,0,10033
21352,1025,TFAB,CR-10412,0,10412
21352,1025,TFAB,CR-10412,0,10412
30311,1015,SRCW,CR-11021,0,11021
30311,1015,SRCW,CR-11021,0,11021
32523,1030,TMTG,CR-10164,0,10164
32523,1030,TMTG,CR-10164,0,10164
34974,1015,SRCW,CR-10340,0,10340
34974,1015,SRCW,CR-10340,0,10340
36030,1040,ATVW,CR-10408,0,10408
36030,1040,ATVW,CR-10408,0,10408
37196,1030,TMTG,CR-10539,0,10539
37196,1030,TMTG,CR-10539,0,10539
37674,1045,SMWN,CR-10600,0,10600
37674,1045,SMWN,CR-10600,0,10600
39370,1030,TMTG,CR-10913,0,10913
39370,1030,TMTG,CR-10913,0,10913
64800,1020,UTIW,CR-11247,0,11247
64800,1020,UTIW,CR-11247,0,11247
24598,1025,TFAB,CR-10535,0,10535
24598,1025,TFAB,CR-10535,0,10535
29756,1025,TFAB,CR-10926,0,10926
29756,1025,TFAB,CR-10926,0,10926
31769,1030,TMTG,CR-10103,0,10103
31769,1030,TMTG,CR-10103,0,10103
33448,1015,SRCW,CR-10221,0,10221
33448,1015,SRCW,CR-10221,0,10221
34975,1015,SRCW,CR-10341,0,10341
34975,1015,SRCW,CR-10341,0,10341
36031,1040,ATVW,CR-10409,0,10409
36031,1040,ATVW,CR-10409,0,10409
37676,1045,SMWN,CR-10601,0,10601
37676,1045,SMWN,CR-10601,0,10601
39371,1025,TFAB,CR-10914,0,10914
39371,1025,TFAB,CR-10914,0,10914
60633,1025,TFAB,CR-10194,0,10194
60633,1025,TFAB,CR-10194,0,10194
61462,1025,TFAB,CR-10299,0,10299
61462,1025,TFAB,CR-10299,0,10299
62546,1045,SMWN,CR-10493,0,10493
62546,1045,SMWN,CR-10493,0,10493
62844,1040,ATVW,CR-10547,0,10547
62844,1040,ATVW,CR-10547,0,10547
63153,1040,ATVW,CR-10616,0,10616
63153,1040,ATVW,CR-10616,0,10616
63935,1050,AFAB,CR-10729,0,10729
63935,1050,AFAB,CR-10729,0,10729
64975,1050,AFAB,CR-10807,0,10807
64975,1050,AFAB,CR-10807,0,10807
64794,1045,SMWN,CR-11249,0,11249
64794,1045,SMWN,CR-11249,0,11249
16027,1015,SRCW,CR-10322,0,10322
16027,1015,SRCW,CR-10322,0,10322
26405,1015,SRCW,CR-10649,0,10649
26405,1015,SRCW,CR-10649,0,10649
29757,1030,TMTG,CR-10927,0,10927
29757,1030,TMTG,CR-10927,0,10927
30313,1015,SRCW,CR-11052,0,11052
30313,1015,SRCW,CR-11052,0,11052
34976,1015,SRCW,CR-10342,0,10342
34976,1015,SRCW,CR-10342,0,10342
36032,1040,ATVW,CR-10410,0,10410
36032,1040,ATVW,CR-10410,0,10410
37677,1045,SMWN,CR-10602,0,10602
37677,1045,SMWN,CR-10602,0,10602
38136,1045,SMWN,CR-10700,0,10700
38136,1045,SMWN,CR-10700,0,10700
39372,1025,TFAB,CR-10915,0,10915
39372,1025,TFAB,CR-10915,0,10915
61095,1035,ACCE,CR-10255,0,10255
61095,1035,ACCE,CR-10255,0,10255
63936,1050,AFAB,CR-10730,0,10730
63936,1050,AFAB,CR-10730,0,10730
64795,1045,SMWN,CR-11373,0,11373
64795,1045,SMWN,CR-11373,0,11373
